date, DAXPoints
735586,9.145350e+03
735587,9.279680e+03
735588,9.371080e+03
735591,9.436490e+03
735595,9.558550e+03
735598,9.586530e+03
735601,9.598250e+03
735602,9.409660e+03
735605,9.419440e+03
735606,9.446250e+03
735607,9.512790e+03
735608,9.492240e+03
735609,9.473870e+03
735612,9.497920e+03
735613,9.391460e+03
735614,9.590570e+03
735615,9.742210e+03
735616,9.718200e+03
735619,9.713200e+03
735620,9.751980e+03
735621,9.752110e+03
735622,9.690510e+03
735623,9.646650e+03
735626,9.389170e+03
735627,9.405530e+03
735628,9.507350e+03
735629,9.343510e+03
735630,9.339840e+03
735633,9.318770e+03
735634,9.126460e+03
735635,9.105280e+03
735636,9.166460e+03
735637,9.275380e+03
735640,9.331710e+03
735641,9.338800e+03
735642,9.505120e+03
735643,9.522660e+03
735644,9.615520e+03
735647,9.661800e+03
735648,9.674800e+03
735649,9.641450e+03
735650,9.524580e+03
735651,9.665080e+03
735654,9.619640e+03
735655,9.676560e+03
735656,9.708500e+03
735657,9.660550e+03
735658,9.592900e+03
735661,9.553080e+03
735662,9.453770e+03
735663,9.562390e+03
735664,9.577350e+03
735665,9.538450e+03
735668,9.305510e+03
735669,9.295320e+03
735670,9.257130e+03
735671,9.200120e+03
735672,8.939180e+03
735675,9.047490e+03
735676,9.172050e+03
735677,9.262710e+03
735678,9.215700e+03
735679,9.300660e+03
735682,9.349520e+03
735683,9.223920e+03
735684,9.367530e+03
735685,9.428910e+03
735686,9.487120e+03
735689,9.621920e+03
735690,9.601960e+03
735691,9.628760e+03
735692,9.620870e+03
735693,9.641960e+03
735696,9.585520e+03
735697,9.525070e+03
735698,9.506750e+03
735699,9.556700e+03
735700,9.351200e+03
735703,9.248860e+03
735704,9.324840e+03
735705,9.252300e+03
735706,9.311030e+03
735711,9.455520e+03
735712,9.602120e+03
735713,9.597070e+03
735714,9.474790e+03
735717,9.454840e+03
735718,9.521650e+03
